phate1,phate2,CCAT,velocity_length,A,K,P,WENR,mac,fib,curatedCLUST,OWNsig_stemO_UCell,OWNsig_stemS_UCell,condition
0.042027056,0.022215648,0.21713372,232.4987331,0,0,0,0,0,0,Late Enterocyte,0.0,0.057296296,WT
-0.002090666,-0.006329104,0.271642105,223.4478074,0,0,0,0,0,0,TA 1,0.0,0.205407407,WT
0.026684137,-0.005455475,0.217565259,192.196653,0,0,0,0,0,0,Late Enterocyte,0.0,0.107462963,WT
-0.009809315,-0.006499483,0.352980742,256.1362685,0,0,0,0,0,0,TA 1,0.0,0.131592593,WT
0.032253436,-0.002414281,0.291597835,249.4671654,0,0,0,0,0,0,Early Enterocyte,0.0,0.063351852,WT
0.029499111,-0.003752845,0.208320703,183.7535027,0,0,0,0,0,0,Late Enterocyte,0.0,0.077314815,WT
-0.022514745,-0.001751731,0.373533787,217.082592,0,0,0,0,0,0,proCSC,0.208740741,0.128351852,WT
-0.002158902,-0.008784958,0.289846582,260.3085646,0,0,0,0,0,0,TA 1,0.0,0.143722222,WT
0.039547289,0.01318969,0.26108977,234.9298347,0,0,0,0,0,0,Early Enterocyte,0.0,0.0,WT
0.002806574,0.007476662,0.255302951,76.60434094,0,0,0,0,0,0,TA 2,0.0,0.136296296,WT
0.002406401,0.007612417,0.243308269,224.4826682,0,0,0,0,0,0,TA 2,0.0,0.063240741,WT
0.020375344,-0.008505682,0.228249356,195.9090109,0,0,0,0,0,0,Late Enterocyte,0.0,0.058111111,WT
-0.024867317,0.01002117,0.375177606,229.5173483,0,0,0,0,0,0,proCSC,0.44462963,0.23762963,WT
0.022470386,0.006680577,0.236442146,237.7305295,0,0,0,0,0,0,Goblet / DCS,0.0,0.056703704,WT
0.008215927,-0.011873594,0.231684606,200.4509001,0,0,0,0,0,0,Early Enterocyte,0.0,0.134037037,WT
0.008962168,-0.013007504,0.290122067,257.7378389,0,0,0,0,0,0,Early Enterocyte,0.0,0.077722222,WT
-0.026195323,0.011422864,0.415870588,209.3375621,0,0,0,0,0,0,proCSC,0.47937037,0.248796296,WT
0.012687534,0.002894392,0.18579742,173.8894721,0,0,0,0,0,0,ER Stress,0.0,0.146259259,WT
0.003959782,-0.009241368,0.27535548,236.5478314,0,0,0,0,0,0,TA 1,0.0,0.181259259,WT
0.035774772,0.006129736,0.208505713,221.3123803,0,0,0,0,0,0,Late Enterocyte,0.0,0.063518519,WT
0.024614777,0.039161182,0.239032123,205.0667079,0,0,0,0,0,0,Goblet / DCS,0.0,0.1415,WT
-0.003828385,-0.008767618,0.341300773,240.2519761,0,0,0,0,0,0,TA 1,0.0,0.253388889,WT
0.041836426,0.022908505,0.224441247,226.0842386,0,0,0,0,0,0,Late Enterocyte,0.0,0.045722222,WT
0.024658179,0.038661696,0.252269816,203.4815639,0,0,0,0,0,0,Goblet / DCS,0.0,0.077055556,WT
0.020640889,-0.005728893,0.239741824,150.1205258,0,0,0,0,0,0,Late Enterocyte,0.0,0.164092593,WT
0.032035495,-0.003153725,0.273752483,248.1202037,0,0,0,0,0,0,Early Enterocyte,0.0,0.080518519,WT
-0.006625303,-0.011886332,0.369946778,217.0497393,0,0,0,0,0,0,CSC,0.110555556,0.064018519,WT
0.039917406,0.016761531,0.249814243,231.1435582,0,0,0,0,0,0,Late Enterocyte,0.0,0.036351852,WT
0.035554125,0.002886573,0.216254333,215.0785758,0,0,0,0,0,0,Late Enterocyte,0.0,0.049314815,WT
-0.024982037,0.003126552,0.388340839,256.9904394,0,0,0,0,0,0,proCSC,0.131111111,0.133814815,WT
0.023443126,0.007596566,0.275507401,251.3561971,0,0,0,0,0,0,Goblet / DCS,0.0,0.082425926,WT
0.005452678,0.006240431,0.246320719,188.1229151,0,0,0,0,0,0,ER Stress,0.0,0.090759259,WT
-0.006662357,-0.007791035,0.281814257,252.8838488,0,0,0,0,0,0,TA 1,0.0,0.158685185,WT
0.004199045,0.022102259,0.306725935,71.3396918,0,0,0,0,0,0,ER Stress,0.004222222,0.195185185,WT
0.003286317,0.016414654,0.24023547,166.8425627,0,0,0,0,0,0,ER Stress,0.0,0.243592593,WT
0.008192985,-0.006523473,0.295848721,203.4240717,0,0,0,0,0,0,Early Enterocyte,0.0,0.152240741,WT
0.009185625,-0.008990239,0.259403783,152.806236,0,0,0,0,0,0,Late Enterocyte,0.0,0.159055556,WT
-0.004122986,-0.011192036,0.361714483,232.3508958,0,0,0,0,0,0,CSC,0.0,0.121555556,WT
0.00327072,0.018128666,0.298503541,103.6749861,0,0,0,0,0,0,ER Stress,0.0,0.229222222,WT
0.014623384,-0.013627721,0.291669506,262.4686312,0,0,0,0,0,0,Early Enterocyte,0.0,0.084611111,WT
0.001439939,0.020414208,0.289374178,85.81953023,0,0,0,0,0,0,ER Stress,0.0,0.283074074,WT
0.028753244,-0.002308046,0.240597499,186.2420966,0,0,0,0,0,0,Late Enterocyte,0.0,0.083962963,WT
-0.02218757,0.001656156,0.382112822,217.3372006,0,0,0,0,0,0,proCSC,0.428518519,0.22887037,WT
0.003011059,0.019089096,0.266218505,268.6860094,0,0,0,0,0,0,ER Stress,0.0,0.197481481,WT
0.007512357,-0.009523375,0.254038991,223.291757,0,0,0,0,0,0,Late Enterocyte,0.0,0.057351852,WT
0.011003642,-0.012242011,0.248934532,184.0984563,0,0,0,0,0,0,Early Enterocyte,0.0,0.117037037,WT
0.015690112,-0.011194104,0.247596385,158.2105092,0,0,0,0,0,0,Early Enterocyte,0.0,0.13987037,WT
0.039864843,0.015072525,0.251730871,264.6944033,0,0,0,0,0,0,Late Enterocyte,0.0,0.048685185,WT
0.042419628,0.027225976,0.220182405,143.0243372,0,0,0,0,0,0,Late Enterocyte,0.0,0.132907407,WT
-0.000301,-0.010355097,0.254439394,234.8723424,0,0,0,0,0,0,TA 1,0.0,0.187407407,WT
0.031528033,-0.004033384,0.27034606,268.4724667,0,0,0,0,0,0,Early Enterocyte,0.0,0.035722222,WT
-0.013991079,-0.004848987,0.343999546,274.3531044,0,0,0,0,0,0,CSC,0.022111111,0.166462963,WT
-0.00400982,-0.005687272,0.267937232,212.7953114,0,0,0,0,0,0,TA 1,0.0,0.158833333,WT
-0.00520302,-0.000756,0.308328921,218.5691778,0,0,0,0,0,0,TA 1,0.0,0.229814815,WT
0.015016425,-0.008416375,0.234567794,192.8619207,0,0,0,0,0,0,Late Enterocyte,0.0,0.139518519,WT
-0.002735646,-0.006874317,0.289557177,250.2884835,0,0,0,0,0,0,TA 1,0.0,0.184314815,WT
0.031067207,-0.003299351,0.257873514,231.3488877,0,0,0,0,0,0,Early Enterocyte,0.0,0.041222222,WT
0.031630357,-0.000604,0.190759727,136.897304,0,0,0,0,0,0,Late Enterocyte,0.0,0.045148148,WT
0.030284692,-0.002083075,0.225002382,150.5476112,0,0,0,0,0,0,Late Enterocyte,0.004555556,0.065074074,WT
-0.003010439,-0.003676728,0.29118408,222.7004079,0,0,0,0,0,0,TA 1,0.0,0.129722222,WT
0.016718939,-0.00921139,0.286169078,149.8905567,0,0,0,0,0,0,Early Enterocyte,0.0,0.127111111,WT
0.026319987,-0.003436842,0.243048349,118.7543868,0,0,0,0,0,0,Late Enterocyte,0.0,0.075240741,WT
0.042247851,0.030310926,0.285187532,235.2665751,0,0,0,0,0,0,Late Enterocyte,0.044962963,0.0,WT
0.032852539,0.001274929,0.231031423,135.5257028,0,0,0,0,0,0,Late Enterocyte,0.0,0.076592593,WT
0.016646056,-0.013257749,0.262363427,243.2251477,0,0,0,0,0,0,Early Enterocyte,0.0,0.033481481,WT
-0.005956022,-0.00661555,0.311527538,257.2943271,0,0,0,0,0,0,TA 1,0.041555556,0.146296296,WT
0.035936769,0.003704836,0.205072091,224.5483737,0,0,0,0,0,0,Late Enterocyte,0.0,0.041925926,WT
-0.008819886,0.011921558,0.374555791,265.6881983,0,0,0,0,0,0,revCSC,0.0,0.335018519,WT
-0.003540484,-0.008309563,0.296857264,263.1421121,0,0,0,0,0,0,TA 1,0.0,0.234092593,WT
0.012983611,-0.009036548,0.242207709,138.6549248,0,0,0,0,0,0,Early Enterocyte,0.0,0.137740741,WT
0.025800483,-0.0004,0.178053291,180.2136216,0,0,0,0,0,0,Late Enterocyte,0.0,0.185351852,WT
0.004891455,0.003981058,0.291577121,147.2212728,0,0,0,0,0,0,revCSC,0.0,0.342240741,WT
0.018745077,-0.006154114,0.220894621,176.5094769,0,0,0,0,0,0,Late Enterocyte,0.0,0.098092593,WT
0.030596784,0.006251396,0.251253101,166.1526554,0,0,0,0,0,0,Late Enterocyte,0.0,0.113425926,WT
0.009221885,0.006369719,0.241945397,147.9850986,0,0,0,0,0,0,ER Stress,0.0,0.092981481,WT
0.031292261,-0.000161,0.250643671,260.8588477,0,0,0,0,0,0,Late Enterocyte,0.0,0.060574074,WT
0.014813269,-0.010059545,0.214603723,191.5560248,0,0,0,0,0,0,Early Enterocyte,0.0,0.050185185,WT
0.024130358,0.017692855,0.264895601,207.1939218,0,0,0,0,0,0,Goblet / DCS,0.0,0.131166667,WT
0.033352458,0.00046,0.201345396,164.6742828,0,0,0,0,0,0,Late Enterocyte,0.0,0.054444444,WT
0.023621564,-0.003146761,0.221687358,168.2716562,0,0,0,0,0,0,Late Enterocyte,0.0,0.204277778,WT
0.003439882,-0.010139742,0.252889635,214.6268508,0,0,0,0,0,0,TA 1,0.0,0.160148148,WT
0.009381365,-0.006934489,0.272295069,168.5016253,0,0,0,0,0,0,Early Enterocyte,0.0,0.23162963,WT
0.009846461,-0.01434802,0.250113185,248.9825877,0,0,0,0,0,0,Early Enterocyte,0.0,0.064981481,WT
0.02375161,-0.004382071,0.181866484,127.7067543,0,0,0,0,0,0,Late Enterocyte,0.0,0.063814815,WT
-0.007024478,-0.004849527,0.295033273,259.7664946,0,0,0,0,0,0,TA 1,0.015777778,0.244425926,WT
0.013713524,-0.014460222,0.328552989,263.9059379,0,0,0,0,0,0,Early Enterocyte,0.0,0.018685185,WT
-0.01711661,-0.005326467,0.365957928,208.7133603,0,0,0,0,0,0,CSC,0.162481481,0.160703704,WT
0.03467484,0.005431605,0.263580226,160.4773472,0,0,0,0,0,0,Late Enterocyte,0.0,0.061814815,WT
0.011820929,-0.007956991,0.264368391,212.2450283,0,0,0,0,0,0,Late Enterocyte,0.0,0.120296296,WT
0.041258027,0.018275263,0.2061474,223.702416,0,0,0,0,0,0,Late Enterocyte,0.0,0.109666667,WT
-0.012929026,-0.003963416,0.376673628,249.0811459,0,0,0,0,0,0,TA 1,0.070851852,0.206111111,WT
0.023885405,-0.007561567,0.246487773,223.5052997,0,0,0,0,0,0,Late Enterocyte,0.0,0.07012963,WT
-0.002285287,-0.003066296,0.297251948,196.5085731,0,0,0,0,0,0,TA 1,0.0,0.179925926,WT
0.029060739,-0.001947834,0.230634307,180.7721179,0,0,0,0,0,0,Late Enterocyte,0.0,0.099388889,WT
-0.002462648,-0.000296,0.389186888,244.9499158,0,0,0,0,0,0,TA 2,0.074888889,0.18337037,WT
0.012671225,-0.007824636,0.238892935,198.2415543,0,0,0,0,0,0,Late Enterocyte,0.0,0.150185185,WT
-0.001629054,0.002890379,0.32202816,233.0161635,0,0,0,0,0,0,revCSC,0.0,0.441944444,WT
0.041719311,0.037680191,0.202828149,96.76770076,0,0,0,0,0,0,Late Enterocyte,0.0,0.043759259,WT
0.021686568,0.00454535,0.271362829,171.6554868,0,0,0,0,0,0,Goblet / DCS,0.0,0.081962963,WT
0.02255076,0.008791888,0.236323589,203.1858894,0,0,0,0,0,0,Goblet / DCS,0.060814815,0.143907407,WT
-0.002376727,0.00521079,0.335235691,248.5144364,0,0,0,0,0,0,revCSC,0.0,0.457296296,WT
-0.007113879,-0.000457,0.287515829,239.3238866,0,0,0,0,0,0,revCSC,0.0,0.244518519,WT
0.024592338,0.038971866,0.268984722,188.9688728,0,0,0,0,0,0,Goblet / DCS,0.0,0.106648148,WT
0.026257314,-0.004600371,0.231995289,173.0270881,0,0,0,0,0,0,Late Enterocyte,0.0,0.117944444,WT
0.027223642,-0.00376364,0.217686252,179.7372571,0,0,0,0,0,0,Late Enterocyte,0.0,0.060092593,WT
0.00042,-0.010356509,0.29450119,263.4624261,0,0,0,0,0,0,TA 1,0.0,0.134574074,WT
-0.006588453,-0.000672,0.298479133,190.7757726,0,0,0,0,0,0,TA 1,0.0,0.156814815,WT
0.002580096,0.018826689,0.279150907,117.8345105,0,0,0,0,0,0,ER Stress,0.0,0.297759259,WT
0.036855159,0.009001065,0.264119353,249.2700491,0,0,0,0,0,0,Early Enterocyte,0.0,0.041574074,WT
-0.003550376,-0.005363429,0.317205367,262.6903871,0,0,0,0,0,0,TA 1,0.0,0.189185185,WT
0.019573443,-0.003018081,0.245115078,192.516967,0,0,0,0,0,0,Late Enterocyte,0.075444444,0.206518519,WT
0.035682716,0.003525076,0.258072868,162.3663789,0,0,0,0,0,0,Late Enterocyte,0.0,0.04287037,WT
0.019689108,-0.00543697,0.248381823,147.0323696,0,0,0,0,0,0,Late Enterocyte,0.0,0.226259259,WT
0.003286786,0.007929418,0.288612381,160.2473782,0,0,0,0,0,0,ER Stress,0.023481481,0.135740741,WT
0.001049365,-0.003462505,0.251882844,178.5956249,0,0,0,0,0,0,Early Enterocyte,0.0,0.244018519,WT
0.018290197,-0.006262498,0.235191605,136.8151722,0,0,0,0,0,0,Late Enterocyte,0.0,0.150518519,WT
0.006625569,-0.009612247,0.256780675,265.7292642,0,0,0,0,0,0,TA 1,0.0,0.122907407,WT
-0.005275642,-0.008656037,0.271886445,208.6394417,0,0,0,0,0,0,TA 1,0.0,0.24837037,WT
0.002638376,0.006021985,0.233443141,211.555121,0,0,0,0,0,0,TA 2,0.0,0.064666667,WT
0.03969604,0.01442759,0.29437769,227.9322043,0,0,0,0,0,0,Early Enterocyte,0.0,0.047962963,WT
0.023680611,-0.009798824,0.272275174,259.4790333,0,0,0,0,0,0,Early Enterocyte,0.0,0.069148148,WT
0.027216199,-0.000201,0.215444859,151.1635998,0,0,0,0,0,0,Late Enterocyte,0.0,0.11712963,WT
0.025233912,-0.002085267,0.239146017,144.330233,0,0,0,0,0,0,Late Enterocyte,0.0,0.200425926,WT
0.042166654,0.031558552,0.2798257,246.6582574,0,0,0,0,0,0,Late Enterocyte,0.081333333,0.0,WT
-0.004833191,-0.009287436,0.283839301,231.1764109,0,0,0,0,0,0,TA 1,0.0,0.209092593,WT
0.015719072,-0.004356791,0.228378499,231.9813027,0,0,0,0,0,0,Goblet / DCS,0.0,0.058537037,WT
0.017553207,-0.006171764,0.247102955,149.6359481,0,0,0,0,0,0,Late Enterocyte,0.0,0.226555556,WT
0.000792,-0.00932285,0.281213861,261.869069,0,0,0,0,0,0,TA 1,0.0,0.150703704,WT
0.001118037,0.021005818,0.337051626,226.8152117,0,0,0,0,0,0,ER Stress,0.072222222,0.256425926,WT
0.035571356,0.005680423,0.236892518,183.5071073,0,0,0,0,0,0,Late Enterocyte,0.0,0.024351852,WT
0.00878809,0.012892724,0.262609852,92.48863336,0,0,0,0,0,0,ER Stress,0.0,0.148592593,WT
0.022611278,-0.001338721,0.237792729,168.2141639,0,0,0,0,0,0,Late Enterocyte,0.0,0.261907407,WT
0.003837714,0.021491147,0.282540686,102.0652026,0,0,0,0,0,0,ER Stress,0.0,0.196166667,WT
0.017579867,-0.00941989,0.274651772,239.6606271,0,0,0,0,0,0,Early Enterocyte,0.0,0.103648148,WT
-0.028988653,0.010475143,0.406617222,197.2149067,0,0,0,0,0,0,proCSC,0.188296296,0.155759259,WT
0.039915232,0.012949541,0.236931571,147.1884201,0,0,0,0,0,0,Early Enterocyte,0.0,0.052925926,WT
-0.012068674,-0.005653777,0.35894721,210.512047,0,0,0,0,0,0,TA 1,0.0,0.095611111,WT
0.004554177,-0.012160719,0.355078447,265.4253765,0,0,0,0,0,0,CSC,0.0,0.144407407,WT
0.002265657,0.009897188,0.227242171,118.6311891,0,0,0,0,0,0,TA 2,0.008037037,0.188648148,WT
0.028960004,0.002830847,0.220562037,191.4903194,0,0,0,0,0,0,Late Enterocyte,0.0,0.099407407,WT
0.017956257,-0.008702525,0.255443911,232.4905199,0,0,0,0,0,0,Late Enterocyte,0.0,0.103574074,WT
0.041470281,0.038140368,0.229540048,153.3565191,0,0,0,0,0,0,Late Enterocyte,0.0,0.068462963,WT
0.041711499,0.028447339,0.233017422,196.048635,0,0,0,0,0,0,Late Enterocyte,0.0,0.014222222,WT
-0.017598486,-0.002259031,0.345714776,220.8031631,0,0,0,0,0,0,proCSC,0.0,0.143796296,WT
0.001726305,-0.000249,0.270782193,142.6793836,0,0,0,0,0,0,revCSC,0.0,0.334962963,WT
-0.012420539,-0.008011758,0.308857178,261.7869372,0,0,0,0,0,0,CSC,0.0,0.127314815,WT
0.008088664,0.012920781,0.213901464,140.0100997,0,0,0,0,0,0,ER Stress,0.007037037,0.109703704,WT
0.019448587,-0.005587959,0.236351552,186.4145734,0,0,0,0,0,0,Late Enterocyte,0.0,0.118240741,WT
0.002043783,0.010152332,0.275582495,218.2242242,0,0,0,0,0,0,TA 2,0.0,0.068888889,WT
0.013044881,-0.012965846,0.299425682,264.9572251,0,0,0,0,0,0,Early Enterocyte,0.0,0.104962963,WT
0.019661802,-0.006150691,0.235485848,135.6489005,0,0,0,0,0,0,Late Enterocyte,0.0,0.065592593,WT
0.024070089,0.016018834,0.241230161,214.6022113,0,0,0,0,0,0,Goblet / DCS,0.0,0.114185185,WT
0.016988328,-0.007215548,0.223440843,135.8295905,0,0,0,0,0,0,Late Enterocyte,0.0,0.094203704,WT
-0.008161321,-0.006309307,0.312158367,263.1010462,0,0,0,0,0,0,TA 1,0.0,0.143851852,WT
-0.003472071,-0.006057544,0.262818353,213.2141836,0,0,0,0,0,0,TA 1,0.035481481,0.022074074,WT
-0.004479028,-0.005221773,0.29020532,199.9909619,0,0,0,0,0,0,TA 1,0.0,0.225,WT
0.011094084,-0.007164609,0.2764905,187.4083683,0,0,0,0,0,0,Early Enterocyte,0.0,0.142666667,WT
0.020844961,-0.011594885,0.299650609,263.9470038,0,0,0,0,0,0,Early Enterocyte,0.0,0.083259259,WT
0.024662753,-0.004659852,0.236741748,139.6569329,0,0,0,0,0,0,Late Enterocyte,0.0,0.114537037,WT
0.011795606,-0.009023461,0.249075304,161.5286344,0,0,0,0,0,0,Early Enterocyte,0.0,0.050444444,WT
0.024192189,-0.001096271,0.195225768,230.3140269,0,0,0,0,0,0,Late Enterocyte,0.0,0.208888889,WT
0.030084589,-0.003554855,0.234576464,239.0117858,0,0,0,0,0,0,Late Enterocyte,0.0,0.094703704,WT
0.034308275,0.000598,0.196568297,234.4616834,0,0,0,0,0,0,Late Enterocyte,0.0,0.044092593,WT
0.036763358,0.004649651,0.222212286,183.8192082,0,0,0,0,0,0,Late Enterocyte,0.0,0.058055556,WT
-0.00919886,-0.007400672,0.348297528,261.2202277,0,0,0,0,0,0,TA 1,0.0,0.017166667,WT
0.032910721,0.005284572,0.238726073,167.1957294,0,0,0,0,0,0,Late Enterocyte,0.0,0.041537037,WT
0.041987143,0.036622254,0.240792667,245.0156212,0,0,0,0,0,0,Late Enterocyte,0.0,0.0,WT
0.039163823,0.014892428,0.26458486,246.321517,0,0,0,0,0,0,Late Enterocyte,0.0,0.046537037,WT
-0.027025235,0.005154606,0.401493811,191.7202885,0,0,0,0,0,0,proCSC,0.577814815,0.119314815,WT
0.001834655,1.28e-05,0.275194182,182.6693628,0,0,0,0,0,0,revCSC,0.0,0.277166667,WT
0.026985733,-0.005708922,0.230669103,190.0858654,0,0,0,0,0,0,Late Enterocyte,0.0,0.085240741,WT
0.022347541,-0.008021041,0.255962119,218.0599605,0,0,0,0,0,0,Early Enterocyte,0.0,0.174703704,WT
0.000432,-0.011754491,0.343538004,248.0462851,0,0,0,0,0,0,TA 1,0.0,0.154574074,WT
0.031096705,-0.000701,0.260083725,151.672817,0,0,0,0,0,0,Late Enterocyte,0.035814815,0.059537037,WT
0.038230863,0.007984503,0.228637598,249.2864754,0,0,0,0,0,0,Late Enterocyte,0.0,0.141074074,WT
0.005324276,-0.008898022,0.239326873,210.1506671,0,0,0,0,0,0,TA 1,0.0,0.19687037,WT
-0.004349088,-0.005157313,0.297554677,203.8757966,0,0,0,0,0,0,TA 1,0.0,0.229444444,WT
0.031573702,0.000937,0.277644574,276.8334851,0,0,0,0,0,0,Late Enterocyte,0.0,0.036518519,WT
0.042439862,0.031849071,0.248605872,179.7536835,0,0,0,0,0,0,Late Enterocyte,0.0,0.050925926,WT
0.00342531,0.018771016,0.280630493,109.2928021,0,0,0,0,0,0,ER Stress,0.0,0.203203704,WT
0.001924645,0.01961761,0.279646914,102.1144817,0,0,0,0,0,0,ER Stress,0.0,0.263462963,WT
-0.0019569,0.005006728,0.332960889,222.2322566,0,0,0,0,0,0,revCSC,0.0,0.38837037,WT
0.016181602,-0.013069544,0.284875367,263.1256857,0,0,0,0,0,0,Early Enterocyte,0.0,0.053055556,WT
0.002754125,0.019851852,0.291326779,83.9140722,0,0,0,0,0,0,ER Stress,0.0,0.204277778,WT
-0.006594203,-0.00652996,0.32565405,257.9513816,0,0,0,0,0,0,TA 1,0.0,0.155833333,WT
-0.00631612,-0.006511184,0.259525311,251.8736275,0,0,0,0,0,0,TA 1,0.0,0.071148148,WT
0.002220045,0.020022745,0.299872797,91.72480751,0,0,0,0,0,0,ER Stress,0.0,0.260351852,WT
-0.023869131,0.00534718,0.408512141,217.1647238,0,0,0,0,0,0,proCSC,0.096333333,0.25587037,WT
0.035217033,0.002301358,0.21400795,182.948611,0,0,0,0,0,0,Late Enterocyte,0.0,0.054018519,WT
-0.006584422,-0.008173713,0.303090479,263.0353407,0,0,0,0,0,0,TA 1,0.0,0.15087037,WT
0.009115851,-0.008879739,0.260818855,203.9497153,0,0,0,0,0,0,Late Enterocyte,0.0,0.165351852,WT
-0.013814227,-0.006977954,0.339858889,222.9057374,0,0,0,0,0,0,CSC,0.096777778,0.204888889,WT
-0.002907332,-0.008678392,0.25711144,234.5191756,0,0,0,0,0,0,TA 1,0.0,0.07087037,WT
0.006075028,-0.007686377,0.288714466,188.254326,0,0,0,0,0,0,TA 1,0.0,0.294166667,WT
0.041154533,0.020952191,0.211220762,220.8113762,0,0,0,0,0,0,Late Enterocyte,0.0,0.048648148,WT
0.016056831,-0.009526983,0.188058009,171.30232,0,0,0,0,0,0,Late Enterocyte,0.0,0.113888889,WT
0.036043508,0.006094015,0.257121491,235.8579242,0,0,0,0,0,0,Late Enterocyte,0.0,0.046037037,WT
0.003767379,0.014374272,0.261186671,235.2747883,0,0,0,0,0,0,ER Stress,0.0,0.168388889,WT
-0.005310581,-0.009078891,0.331908174,252.7277983,0,0,0,0,0,0,TA 1,0.0,0.128425926,WT
-0.019627277,-0.002931663,0.374831325,224.2691255,0,0,0,0,0,0,proCSC,0.076555556,0.148851852,WT
0.00450987,0.021608047,0.29748239,72.68665351,0,0,0,0,0,0,ER Stress,0.023444444,0.205388889,WT
0.029306826,-0.005152484,0.262917025,246.9292924,0,0,0,0,0,0,Late Enterocyte,0.0,0.098685185,WT
-0.00242235,-0.008669346,0.302750124,261.6308867,0,0,0,0,0,0,TA 1,0.0,0.262888889,WT
0.002860267,0.016884964,0.294452464,130.45817,0,0,0,0,0,0,ER Stress,0.0,0.221722222,WT
0.004576487,-0.013716245,0.304633554,264.1112675,0,0,0,0,0,0,CSC,0.0,0.13712963,WT
0.028877065,-0.003591679,0.262856525,140.6835806,0,0,0,0,0,0,Late Enterocyte,0.052592593,0.120814815,WT
